Query,Brand,Attributes,Product_type
chole & rice,Masoori rice,[],chole & rice
britannia treat croissant,Britannia,"['treat', 'croissant']",
dry fruit barfi,Shree Ganesh Dry Fruits,"['dry', 'fruit']",barfi
tata groundnut oil,Tata Simply Better,[],groundnut oil
milk amul gold,Amul,['gold'],milk
kitchen weighing scale,,[],weighing scale
zepto cafe sandwich,Zepto Cafe,[],sandwich
boat bluetooth neckband,boat,[],neckband
new year box,,[],box
india gate classic,India Gate,['classic'],
tata coffee gold,Tata Coffee Gold,[],coffee
manicure pedicure kit,,[],manicure pedicure kit
daily good cashew,Daily Good,[],cashew
happy happy biscuit,Happyglip,[],biscuit
paper boat pomegranate,Paper Boat,['pomegranate'],
washing machine pipe,,[],pipe
mother dairy ice cream,Mother Dairy,[],ice cream
palmolive body wash,Palmolive,[],body wash
multani mitti powder,,['multani mitti'],powder
chicken masala maggi,Maggi,"['chicken', 'masala']",maggi
mutual climax condom,,['mutual climax'],condom
max protein cookies,Max Protein,[],cookies
sofy overnight pads,Sofy,['overnight'],pads
onion hair oil,Torsinol,['onion'],hair oil
household hand gloves,,"['household', 'hand']",gloves
bella vita organic,Bella Vita Organic,[],
tender coconut opener,Opener,[],coconut opener
mamaearth vitamin c,Mamaearth,['vitamin c'],
beardo hair wax,Beardo,[],hair wax
vs mani coffee,VS Mani & Co.,[],coffee
chakra gold tea,Tata Tea Chakra Gold,[],tea
best choice oil,Bio Oil,['best choice'],oil
egg on eggs,Egg On Eggs,[],egg
black nail polish,Nailrox,['black'],nail polish
on1y onion powder,On1y,[],onion powder
too yumm! chips,Too Yumm!,[],chips
new year gifts,,[],gifts
kinder joy herry poter,Kinder Joy,['herry poter'],
wireless keyboard and mouse,,[],keyboard and mouse
surf excel detergent bar,Surf Excel,[],detergent bar
fun flips snacks,Fun Flips,[],snacks
ponds bb cream,Pond's,[],bb cream
laser light toy,Star toys,"['laser', 'light']",toy
mentho plus balm,Menabol,"['mentho', 'plus']",balm
comfy sanitary pads,COMFY,[],sanitary pads
tinted lip balm,Tint Cosmetics,['tinted'],lip balm
khadi natural soap,Khadi Naturals,['natural'],soap
nakpro whey protein,Nakpro,[],whey protein
disposable face mask,Suraksha Mask,[],face mask
christmas fruit cake,Cake Mania,"['christmas', 'fruit']",cake
dark chocolate oats,Darkins Chocolates,"['dark', 'chocolate']",oats
ritebite protein bar,,[],protein bar
men's formal shoes,Adidas Apparel,"[""men's""]",formal shoes
amla hair oil,,['amla'],hair oil
wishcare face sunscreen,WishCare,"['face', 'sunscreen']",
cetaphil moisturising cream,Cetaphil,['moisturising'],cream
cetaphil night cream,Cetaphil,['night'],cream
milk mother dairy,Mother Dairy,[],milk
kaccha aam candy,Aastha,['kaccha aam'],candy
boldfit water bottle,Boldfit,['water'],bottle
type c to type c,,[],
dairy day ice cream,Dairy Day,[],ice cream
colin surface cleaner,Colin,[],surface cleaner
just herbs lipstick,Justherbs,[],lipstick
faces canada kajal,Faces Canada,[],kajal
dalda groundnut oil,Dalda,[],groundnut oil
kurnool sona masoori,Masoori rice,['sona masoori'],rice
kids lunch box,Lunch,['kids'],lunch box
baby milk bottle,Dairy Milk,[],milk bottle
garnier color naturals,Garnier,[],color naturals
gillette shaving gel,Gillette,[],shaving gel
exam writing pad,,[],writing pad
orion choco pie,Orion,[],choco pie
medimix soap combo,Medimix,['combo'],soap
weikfield baking powder,Weikfield,[],baking powder
swiss beauty blush,Swiss Beauty,[],blush
arokya toned milk,Arokya,['toned'],milk
men's thermal set,,"[""men's""]",thermal set
vitamin e capsules,Vitamin,['vitamin e'],capsules
mccain variety pack,McCain,['variety pack'],
huggies baby diapers,Huggies,[],diapers
simple facial wash,Simple,['facial wash'],
low calorie icecream,,['low calorie'],icecream
ponds light moisturizer,Pond's,['light'],moisturizer
horlicks classic malt,Horlicks,"['classic', 'malt']",
gulab sunflower oil,Gulab,[],sunflower oil
pond's face powder,Pond's,[],face powder
apple iphone 15,Apple,[],iphone
paneer masala maggi,Maggi,"['paneer', 'masala']",maggi
slippers for women,Soft Soles,['for women'],slippers
bajaj hair oil,Bajaj Consumer Care,[],hair oil
bare anatomy anti dandruff shampoo,Bare Anatomy,['anti dandruff'],shampoo
gillette razor blade,Gillette,[],razor blade
vlcc facial kit,VLCC,[],facial kit
foldable shoe rack,,['foldable'],shoe rack
mamaearth baby lotion,Mamaearth,[],baby lotion
phool dhoop cone,Phool,[],dhoop cone
surf excel 5 kg,Surf Excel,['5 kg'],
new year diary,,[],diary
brown rice cakes,Baked Delights,['brown'],rice cakes
milky mist cow ghee,Milky Mist,"['milky', 'cow']",ghee
momos & more,Momeflo,[],momos
dot and key facewash,Dot & Key,[],facewash
men hair removal,Hair,['men'],hair removal
zepto super saver,Zepto,['super saver'],
kinder joy  harry potter,Kinder Joy 2024,['harry potter'],
dustbin cover small,,['small'],dustbin cover
hair removal powder,Hair,['hair removal'],powder
organic coconut oil,Bio Oil,['organic'],coconut oil
lakme lumi skin,Lakme,"['lumi', 'skin']",
classic cold coffee,Coffee Joy,"['classic', 'cold']",coffee
honey corn flakes,Honey Twigs,['honey'],corn flakes
more light detergent powder,Morelight,[],detergent powder
farmley seed mix,Farmley,[],seed mix
xl sanitary pads,,['xl'],sanitary pads
chicken & rice,Cuppa Rice,[],chicken & rice
self adhesive hooks,,['self adhesive'],hooks
wild stone deodorant,Wild Stone,[],deodorant
ezee liquid detergent,Godrej Ezee,[],liquid detergent
manyavar men kurta,Manyavar,['men'],kurta
chilli sauce combo,Chillfill,['combo'],chilli sauce
elite plum cake,Plum,"['elite', 'plum']",cake
chicken tikka masala,Sakthi Masala,"['chicken', 'tikka', 'masala']",
la shield sunscreen,La Shield,[],sunscreen
nua sanitary napkin,Nua,[],sanitary napkin
mother dairy toned milk,Mother Dairy,['toned'],milk
britannia fruit cake,Britannia,['fruit'],cake
center fresh gums,Center Fresh,[],gums
drools kitten food,Drools,[],kitten food
renee hair powder,Renee,[],hair powder
chicken fried rice,Cuppa Rice,[],fried rice
mtr gulab jamun mix,MTR,"['gulab jamun', 'mix']",
rice 26 kg,Masoori rice,['26 kg'],rice
nu republic soundbar,Nu Republic,[],soundbar
whole wheat flour,Flours,"['whole', 'wheat']",flour
udhaiyam idly rice,Udhaiyam,[],idly rice
oral-b electric toothbrush,Oral-B,[],toothbrush
the whole truth muesli,The Whole Truth,[],muesli
marlboro filter black,Marlboro,"['filter', 'black']",
blue heaven lipstick,Blue Heaven,['blue'],lipstick
tulsi green tea,Honest Tea,"['tulsi', 'green']",tea
bru filter coffee,Bru,[],filter coffee
mandala art kit,,"['mandala', 'art', 'kit']",
kinder joy harrypoter,Kinder Joy,['harrypoter'],
a4 ruled sheets,,"['a4', 'ruled']",sheets
tata tea kanan devan,Tata Tea Kanan Devan,[],
iphone 14 cover,,[],cover
chocochips ice cream,Hocco Ice Creams,['chocochips'],ice cream
sri lalitha sonamasuri,Sri Lalitha,[],
mamypoko pants m,Mamypoko,['m'],pants
1 kg rice,Masoori rice,['1 kg'],rice
lakme face mask,Lakme,[],face mask
fresh mint leaves,,"['fresh', 'mint']",leaves
kumkumadi face oil,Priya Oil,['kumkumadi'],face oil
5 kg sugar,Sugar,['5 kg'],sugar
makki ka aata,Sharmaji Ka Aata,['makki ka'],aata
loreal hair mask,L'Oreal,['hair mask'],
amul slim milk,Amul,['slim'],milk
girls gone wild,,[],
dr oetker mayonnaise,Dr. Oetker Fun Foods,[],mayonnaise
lacto calamine face wash,Lacto Calamine,[],face wash
coffee cup set,Coffee Mate,[],cup set
pears face wash,Pears,[],face wash
vadilal ice cream,Vadilal,[],ice cream
water bottle kids,Booster Water,['kids'],water bottle
business board game,,[],board game
kinder joy herry,Kinder Joy,['herry'],
silver coin aata,Silver Coin,['silver'],coin
sabut garam masala,Sakthi Masala,['sabut'],garam masala
american club cigarettes,American Club,[],cigarettes
plum face serum,Plum,['face serum'],
rubber band hair,Hair,"['rubber', 'band']",hair
daawat sona masuri,Daawat,['sona masuri'],
plush period panty,Plush,['period'],panty
yojana poultry eggs,Yojana,[],poultry eggs
frozen veg snacks,Snackible,"['frozen', 'veg']",snacks
tresemme hair shampoo,TRESemme,[],hair shampoo
mamaearth baby cream,Mamaearth,[],baby cream
continental xtra pouch,Continental,['xtra'],pouch
revlon hair color,Revlon,[],hair color
non stick kadai,Kadhakali,['non stick'],kadai
aashirvaad atta 5 kg,Aashirvaad,['5 kg'],atta
balloons - red,Red,['red'],balloons
matka kulfi ice cream,Mercelys Ice Cream,['matka'],kulfi ice cream
mom to be,MOM,['mom to be'],
santoor body soaps,Santoor,[],body soaps
rosemary hair serum,Herbal Essence,['rosemary'],hair serum
sanitary pad xxl,,['xxl'],sanitary pad
usb c cable,,[],cable
chupa chups candy,Chupa Chups,[],candy
ice cream box,Hocco Ice Creams,[],ice cream box
nature fresh oil,Nature Fresh,[],oil
gift for boys,,['for boys'],gift
the brooklyn creamery,The Brooklyn Creamery,[],
dettol hand sanitizer,Dettol,[],hand sanitizer
sri krishna sweets,Sri Krishna Sweets,[],
eno chewy bites,Eno,['chewy bites'],
khadi lal mirchi,Khadi,"['khadi', 'lal mirchi']",
men gift set,,['men'],gift set
artificial flower pot,Pot And Bloom,[],flower pot
baby laundry detergent,The Natural Wash,[],laundry detergent
floor cleaning liquid,Liquid,[],cleaning liquid
fortune soya chunks,Fortune,[],soya chunks
mamypoko pants large,Mamypoko,['large'],pants
jo lime soap,JO,['lime'],soap
deodorant roll on,,[],deodorant roll on
colgate strong teeth,Colgate,"['strong', 'teeth']",
waterproof phone cover,,['waterproof'],phone cover
walkie talkie toy,Dickie Toys,[],toy
mobile back cover,,[],back cover
curd 1 kg,,['1 kg'],curd
mosquito liquid machine,Classic Mosquito Net,[],mosquito liquid machine
daawat mini mogra,Daawat,"['mini', 'mogra']",
smart selfie stick,,['smart'],selfie stick
center fruit soft chews,Center Fresh,['soft chews'],
britannia pure magic,Britannia,['pure magic'],
birthday gift toys,Star toys,['birthday gift'],toys
jai kashi dhoop,Jai Kashi,[],dhoop
organic coriander leaves,,['organic'],coriander leaves
burgundy hair colour,Vip Natural Hair Colour Shampoo,['burgundy'],hair colour
popular essentials rice,Popular Essentials,[],rice
new year resolution,,[],
paper boat sparkling,Paper Boat,['sparkling'],
bajaj almond drops,Bajaj,['almond drops'],
amul a2 milk,Amul,['a2'],milk
baby feeding spoon,,[],feeding spoon
lal mirchi powder,Lala Goli Soda,"['lal', 'mirchi']",powder
noto ice cream,Noto,[],ice cream
school pencil box,,[],pencil box
himalaya baby kit,Himalaya,[],baby kit
birthday girl sash,,"['birthday', 'girl']",sash
happy new year card,,[],card
knorr chicken soup,Knorr,[],soup
yardley london powder,Yardley London,[],powder
philips led bulb,Philips LED,[],bulb
superyou protein bar,Superyou,[],protein bar
azah sanitary pads,Azah,[],sanitary pads
type c converter,,[],converter
new year party,Just Party,[],party
hyphen face wash,Hyphen,[],face wash
first aid kit,,[],first aid kit
makeup remover wipes,Stain Off,[],makeup remover wipes
kurkure sizzling hot,Kurkure,['sizzling hot'],
dabur hair oil,Dabur,[],hair oil
bikano aloo bhujia,Bikano,[],aloo bhujia
aavin fresh milk,Aavin,['fresh'],milk
catch chat masala,Catch,['chat masala'],
maggi korean veg noodles,Maggi,"['korean', 'veg']",noodles
blue tokai coffee,Blue Tokai,['blue'],coffee
iphone 14 pro,,[],iphone
hand sanitizer gel,,[],hand sanitizer gel
tide detergent powder,Tide,[],detergent powder
chunky chat masala,Sparsh Masala,['chunky'],chat masala
swiss beauty eyeliner,Swiss Beauty,[],eyeliner
fevicol glue drops,Fevicol,"['glue', 'drops']",
peri peri chicken,Perfetti,['peri peri'],chicken
tata mustard oil,Tata Simply Better,[],mustard oil
sona masoori raw rice,Masoori rice,"['sona masoori', 'raw']",rice
surf top load,Surf Excel,[],top load
high protein milk,Dairy Milk,"['high', 'protein']",milk
colgate gentle sensitive,Colgate,"['gentle', 'sensitive']",
1 kg sugar,Sugar,['1 kg'],sugar
c type earphones,Sennheiser,['c type'],earphones
glue gun stick,,[],glue gun stick
royal canin dog food,Royal Canin,[],dog food
mtr chutney powder,MTR,[],chutney powder
lifelong water heater,Lifelong,[],water heater
fudge it brownie,HB Brownies,"['fudge', 'brownie']",
fevicol shoe fix,Fevicol,['shoe fix'],
nutri choice cracker,Nutri,['nutri choice'],cracker
veeba sandwich spread,Veeba,['sandwich spread'],
saffola peanut butter,Saffola Foods,['peanut butter'],
baby diaper extra large,,['extra large'],diaper
all out spray,All Out,[],spray
the healthy chips,The Healthy Binge,['healthy'],chips
multi grain bread,Just Breads,['multi grain'],bread
dark soya sauce,SoyaRich,['dark'],soya sauce
happy anniversary banner,Banner & Co,"['happy', 'anniversary']",banner
colgate whitening toothpaste,Colgate,['whitening'],toothpaste
mamypoko pants medium,Mamypoko,['medium'],pants
sid's farm ghee,Sid's Farm,[],ghee
prestige gas stove,Prestige,[],gas stove
stevia sugar free,Sugar Free,['stevia'],sugar
5 kg atta,Tota,['5 kg'],atta
gems surprise ball,Gemsoline,[],surprise ball
mother dairy mishti dahi,Mother Dairy,['mishti dahi'],
paper boat nuts,Paper Boat,[],nuts
muscleblaze whey protein,MuscleBlaze,[],whey protein
deodorant for women,,['for women'],deodorant
whole grain bread,Just Breads,['whole grain'],bread
drainage block cleaner,,"['drainage', 'block', 'cleaner']",
white nail paint,Nailrox,['white'],nail paint
men's face cream,The Face Shop,"[""men's""]",face cream
nose hair trimmer,Hair,[],trimmer
dabur rose water,Dabur Skin Care,['rose water'],
ritebite max protein protein bar,Max Protein,['protein'],protein bar
gifts for boys,,['for boys'],gifts
m size diaper,,['m size'],diaper
kesh kanti shampoo,Kesh King,[],shampoo
gym water bottle,Booster Water,[],water bottle
lacto calamine lotion,Lacto Calamine,[],lotion
hit mosquito racket,Hit,[],mosquito racket
coffee powder bru,Bru,[],coffee powder
simply salted chips,Salt,['simply salted'],chips
hara bhara kebab,Harappa,['hara bhara'],kebab
butter chicken masala,Sparsh Masala,['butter chicken'],masala
ramdev chilli powder,Ramdev,[],chilli powder
usb pen drive,,[],pen drive
chain for men,The Man Company,['for men'],chain
dot & key facewash,Dot & Key,[],facewash
iphone 15 case,,[],case
shan biryani masala,Shan,[],biryani masala
mamypoko pants xxl,Mamypoko,['xxl'],pants
a4 size sheet,Four Square,['a4 size'],sheet
apple charging cable,Apple,[],charging cable
kitchen storage containers,,[],storage containers
hair clips accessories,Hairbless,[],accessories
good life milk,amul,[],milk
mobile screen guard,Homeguard,[],screen guard
happy birthday candles,Hola Candles,"['happy', 'birthday']",candles
slurrp farm puffs,Slurrp Farm,[],puffs
heritage cream milk,Heritage,[],cream milk
softouch fabric conditioners,Softouch,['fabric conditioners'],
arhar ki daal,Aroura,['arhar'],daal
odonil gel pocket,Odonil,[],gel
l'oreal professional shampoo,L'Oreal Professional,[],shampoo
nivea men cream,Nivea,['men'],cream
huggies wonder pants,Huggies,[],pants
unisex hair band,Hair Originals,['unisex'],hair band
purepet dog food,Purepet,['pure'],dog food
eveready aa batteries,Eveready,[],batteries
paint brush set,,[],paint brush set
peanut butter pintola,Pintola,[],peanut butter
dairy milk silk oreo,Dairy Milk,"['silk', 'oreo']",
apple charger cable,Apple,[],charger cable
safari trolley bag,Safari,[],trolley bag
5 kg rice,Masoori rice,['5 kg'],rice
10 kg rice,Masoori rice,['10 kg'],rice
munch bar chocolates,Munch,[],chocolates
britannia milk bread,Britannia,[],milk bread
milk good life,Dairy Milk,['good life'],milk
renee cover up,Renee,['cover up'],
cheetos masala balls,Cheetos,['masala'],balls
dustbin cover medium,,['medium'],dustbin cover
coconut oil cooking,Bio Oil,['coconut'],oil
boat data cable,boat,[],data cable
bare anatomy hair mask,Bare Anatomy,[],hair mask
crax cheese balls,Crax,[],cheese balls
haldiram's khatta meetha,Haldiram's,"['khatta', 'meetha']",
stainless steel cooker,Master Cook,['stainless steel'],cooker
gajar ka halva,Kaka Halwai,[],halva
nihar hair oil,Nihar,[],hair oil
atta burger bun,Atogla,['atta'],burger bun
mom's magic cookies,Sunfeast Mom's Magic,[],cookies
id coconut chutney,iD,[],coconut chutney
beco floor cleaner,Beco,[],floor cleaner
amul full cream milk,Amul,['full cream'],milk
chicken 1 kg,Real Good Chicken,['1 kg'],chicken
water bottle steel,Limetro Steel,['steel'],water bottle
glucon d regular,Glucon D,['regular'],
badam rogan oil,Vimal Oil,['badam'],rogan oil
amul buffalo ghee,Amul,[],ghee
ice cream nic,NIC,[],ice cream
zepto cafe cake,Zepto Cafe,[],cake
rum raisin chocolate,Raisin,"['rum', 'raisin']",chocolate
uno card games,Uno,[],card games
5 kg aata,Sharmaji Ka Aata,['5 kg'],aata
socks for men,Socksoho,['for men'],socks
kojic acid wash,,['kojic acid'],wash
staple fish food,Sharp Foods,['staple'],fish food
kissan peanut butter,Kissan,[],peanut butter
cage free eggs,Egg On Eggs,['cage free'],eggs
brown basmati rice,Masoori rice,['brown'],basmati rice
maggi chicken noodles,Maggi,['chicken'],noodles
amul fresh paneer,Amul,['fresh'],paneer
sd card reader,SanDisk,[],card reader
pond's face cream,Pond's,[],face cream
gokul fresh milk,Gokul,['fresh'],milk
max protein bar,Max Protein,[],protein bar
love beauty & planet,Love Beauty & Planet,[],
kinderjoy harry potter,Kinder,['harry potter'],
parle g gold,Parle,['gold'],
oreo ice cream,Oreo,[],ice cream
nivea face wash,Nivea,[],face wash
fortune rice bran oil,Fortune,['rice bran'],oil
lal mirch powder,Lal Sweets,['lal mirch'],powder
black head remover,Head,['black'],head remover
aashirvaad wheat flour,Aashirvaad,[],wheat flour
naturals ice cream,Natural Food,[],ice cream
ready to cook,Cookd,['ready to cook'],
underarm roll on,,[],roll on
type c charger,,[],charger
remote controlled car,,[],car
lux body wash,Lux,[],body wash
marie gold biscuit,Marie,[],biscuit
monster energy drink,Monster,[],energy drink
amul milk powder,Amul,[],milk powder
gold winner sunflower oil,Gold Winner,[],sunflower oil
cold drink can,,[],cold drink can
sugar free chocolate,Sugar Free,['sugar free'],chocolate
simple face wash,Simple,['face wash'],
milk bikis biscuit,Parle,[],biscuit
nivea body lotion,Nivea,[],body lotion
vaseline lip balm,Vaseline,[],lip balm
purepet cat food,Purepet,['pure'],cat food
colin glass cleaner,Colin,[],glass cleaner
strawberry ice cream,Mercelys Ice Cream,['strawberry'],ice cream
glass water bottle,Glass Ideas,['glass'],water bottle
coconut hair oil,Bio Oil,['coconut'],hair oil
maggi cup noodles,Maggi,[],cup noodles
mother dairy ghee,Mother Dairy,[],ghee
cream and onion,Cream Pot,"['cream', 'onion']",
classic ultra mild,Classic,['ultra mild'],
double sided tape,Red Tape,[],tape
jimmy s cocktails,Jimmy's Cocktails,[],
johnson baby soap,Johnson's Baby,[],soap
kachi ghani mustard oil,Gulab Oil,"['kachi', 'ghani']",mustard oil
nic ice cream,NIC,[],ice cream
cold pressed oil,Bio Oil,['cold pressed'],oil
front load liquid detergent,,[],liquid detergent
pears body wash,Pears,[],body wash
plum face wash,Plum,[],face wash
sofy sanitary pad,Sofy,[],sanitary pad
virgin coconut oil,Vimal Oil,['virgin'],coconut oil
zero maida bread,Super Bread,['zero maida'],bread
pani puri masala,Sakthi Masala,['pani puri'],masala
patanjali mustard oil,Patanjali,[],mustard oil
kinder joy 2024,Kinder Joy 2024,[],
amul taaza milk,Amul,['taaza'],milk
idli dosa batter,Dosin,[],batter
double toned milk,Dairy Milk,['double toned'],milk
gift for women,,['for women'],gift
garbage bag large,,['large'],garbage bag
fried rice masala,Masoori rice,"['fried', 'rice', 'masala']",
almond hair oil,Bio Oil,['almond'],hair oil
himalaya baby shampoo,Himalaya,[],baby shampoo
amul toned milk,Amul,['toned'],milk
steel water bottle,Limetro Steel,['steel'],water bottle
wet cat food,Cat's Best,['wet'],cat food
himalayan pink salt,Himalayan Natives,['pink'],salt
amul buffalo milk,Amul,[],milk
ice burst cigarette,Ice,['ice burst'],cigarette
himalaya baby powder,Himalaya,[],baby powder
dairy milk family pack,Dairy Milk,['family pack'],
streax hair serum,Streax,[],hair serum
ariel liquid detergent,Ariel,[],liquid detergent
good knight refill,Good Knight,[],refill
kinder joy harry poter,Kinder,['harry poter'],kinder joy
amul kaju katli,Amul,[],kaju katli
whisper period panty,Whisper,['period'],panty
yoga bar muesli,Yoga Bar,['muesli'],
kurkure masala munch,Kurkure,['masala'],munch
new born diaper,Diacard,['new born'],diaper
kinder joy chocolate,Kinder Joy 2024,[],chocolate
amul gold full cream,Amul,"['gold', 'full cream']",
wishcare lip balm,WishCare,[],lip balm
refined sunflower oil,Bio Oil,"['refined', 'sunflower']",oil
kinder joy harry porter,Kinder Joy 2024,[],
good night gold,Good Knight,['gold'],
ice cream family pack,Hocco Ice Creams,['family pack'],ice cream
organic toor dal,Grocery Toor Dal,['organic'],toor dal
lactose free milk,Dairy Milk,['lactose free'],milk
daawat basmati rice,Daawat,[],rice
plix apple cider,Plix The Plant Fix,['apple cider'],
diaper l size,,['l size'],diaper
indulekha hair oil,Indulekha,[],hair oil
3 pin plug,Pin,['3 pin'],plug
mixed dry fruits,Fruits,['mixed'],dry fruits
under eye cream,Eye,[],cream
happy new year,,[],
amul chocolate ice cream,Amul,['chocolate'],ice cream
hyphen lip balm,Hyphen,[],lip balm
surf excel matic,Surf Excel,[],
chicken curry cut,Curry Cullture,"['curry', 'cut']",chicken
new year gift,Mars Gifting,[],gift
kwality wall's ice cream,Kwality Wall's,[],ice cream
gemini sunflower oil,Gemini,[],sunflower oil
fruit and nut chocolate,Cadbury,"['fruit', 'nut']",chocolate
head & shoulders shampoo,Head & Shoulders,[],shampoo
ferrero rocher moments,Ferrero Rocher 2024,['moments'],
id idli batter,iD,[],idli batter
rajnigandha paan masala,Rajnigandha,['paan masala'],
frozen sweet corn,Cornitos,"['frozen', 'sweet']",corn
dabur red toothpaste,Dabur,['red'],toothpaste
mamypoko pants diaper,Mamypoko,[],diaper
a2 cow milk,amul,['a2'],milk
black ball pen,Pentab,['black'],ball pen
wild stone perfume,Wild Stone,[],perfume
vaseline petroleum jelly,Vaseline,['petroleum jelly'],
harry potter kinder,Kinder Joy 2024,['harry potter'],
govind bhog rice,Laxmi Bhog,[],rice
pre workout supplements,,[],supplements
kitchen king masala,Sparsh Masala,['kitchen king'],masala
shampoo and conditioner,Vip Natural Hair Colour Shampoo,[],shampoo and conditioner
a4 size paper,Paper Plane Design,['a4 size'],paper
happy birthday banner,Banner & Co,"['happy', 'birthday']",banner
nail paint remover,Nailrox,[],nail paint remover
taj mahal tea,Taj Mahal,[],tea
nestle milk powder,Nestle,['milk powder'],
maggi atta noodles,Maggi,['atta'],noodles
the derma co,The Derma Co,[],
biotique face wash,Biotique,[],face wash
hair colour shampoo,Vip Natural Hair Colour Shampoo,['hair colour'],shampoo
maggi hot & sweet,Maggi,"['hot', 'sweet']",
gold winner oil,Gold Winner,[],oil
gulab jamun ice cream,Gulab,['gulab jamun'],ice cream
fortune kachi ghani,Fortune,"['kachi', 'ghani']",
top load liquid,Liquid,"['top load', 'liquid']",
black pepper whole,Aashirvaad,['black'],pepper
non veg snacks,Beyond Snack,['non veg'],snacks
insulated water bottle,,['insulated'],water bottle
baskin robbins ice cream,Baskin Robbins,[],ice cream
loreal hair serum,L'Oreal,['hair serum'],
blue gel pen,Bluone Ink,['blue'],gel pen
cadbury dairy milk silk,Cadbury,"['dairy milk', 'silk']",
pansari mustard oil,Pansari,[],mustard oil
black gel pen,Bluone Ink,['black'],gel pen
vicks cough drops,Vicks,[],cough drops
kurkure solid masti,Kurkure,"['solid', 'masti']",
washing machine cleaner,The Natural Wash,[],cleaner
chocolate gift box,The Belgian Chocolate,['chocolate'],gift box
cheese garlic bread,Garlic,"['cheese', 'garlic']",bread
iphone 16 plus,Apple,['16 plus'],iphone
dhara groundnut oil,Dhara,[],groundnut oil
atta 10 kg,,['10 kg'],atta
ice cream amul,Amul,[],ice cream
urad dal whole,Shudh Urja,['whole'],dal
bike mobile holder,,[],mobile holder
amul chocolate brownie,Amul,"['chocolate', 'brownie']",
act ii popcorn,Act II,[],popcorn
himalaya lip balm,Himalaya,[],lip balm
haldirams soya sticks,Haldiram's,[],soya sticks
vim dishwash liquid,Vim,[],dishwash liquid
electric hot bag,Hot Delivery Bag,['electric'],hot bag
india gate super,India Gate,['super'],
farmley date bites,Farmley,['date bites'],
room freshener spray,Ocean Spray,[],freshener spray
amul salted butter,Amul,['salted'],butter
dry fruits mix,Fruits,"['dry', 'fruits', 'mix']",
mosquito repellent refill,Classic Mosquito Net,"['mosquito', 'refill']",repellent
mother dairy dahi,Mother Dairy,[],dahi
coconut milk powder,Milk Shake,"['coconut', 'milk', 'powder']",milk
streax hair colour,Streax,[],hair colour
family pack ice cream,Hocco Ice Creams,['family pack'],ice cream
organic green tea,Organic,"['organic', 'green']",tea
iphone 15 cover,,[],cover
pain relief spray,Babygesic,['pain relief'],spray
5 star chocolate,5 Star,['5 star'],chocolate
amul milk tetrapack,Amul,['tetrapack'],milk
food wrapping paper,Paperwrap,[],wrapping paper
men's face wash,The Natural Wash,"[""men's""]",face wash
parachute body lotion,Parachute,[],body lotion
chocolate gift hamper,The Belgian Chocolate,['chocolate'],gift hamper
whole garam masala,Sparsh Masala,['whole'],garam masala
vim liquid gel,Vim,"['liquid', 'gel']",
coconut ice cream,Hocco Ice Creams,['coconut'],ice cream
brownie ice cream,HB Brownies,['brownie'],ice cream
kesh king shampoo,Kesh King,[],shampoo
orpat room heater,Orpat,[],room heater
harry poter kinder joy,Kinder Joy 2024,['harry poter'],
chips & crisps,Chip Chops,[],chips
limca soft drink,Limca,[],soft drink
stick on nails,Nailrox,[],nails
cavin's milk shake,Cavin's,[],milk shake
mother dairy paneer,Mother Dairy,[],paneer
fiama shower gel,Fiama,[],shower gel
sprite soft drink,Sprite,[],soft drink
condom 3 piece,,['3 piece'],condom
harry porter kinder joy,Kinder Joy 2024,['harry porter'],
urad dal split,Shudh Urja,['split'],dal
rice 1 kg,Masoori rice,['1 kg'],rice
nestle a+ dahi,Nestle,['a+'],dahi
gillete guard razor,Gillette,[],razor
yellow moong dal,Dalda,['yellow'],moong dal
mccain french fries,McCain,[],french fries
park avenue soap,Park Avenue,[],soap
ambrane power bank,Ambrane,[],power bank
all day breakfast,Lunch,[],breakfast
atta 1 kg,,['1 kg'],atta
lakme cc cream,Lakme,[],cc cream
mixed fruit jam,Fruit Treat,['mixed fruit'],jam
sofit soya milk,Sofit,[],soya milk
everest sabji masala,Everest,['sabji masala'],
cookies and cream,Cream Pot,"['cookies', 'cream']",
himalaya baby lotion,Himalaya,[],baby lotion
peel off mask,Suraksha Mask,['peel off'],mask
go zero ice cream,Go Zero,[],ice cream
magsafe power bank,,[],power bank
orange cream biscuits,Bournvita Biscuits,"['orange', 'cream']",biscuits
haldirams soan papdi,Haldiram's,['soan papdi'],
perfume gift set,,['gift set'],perfume
dry cat food,Vinod Dry Food,['dry'],cat food
sugar free cookies,Sugar Free,['sugar free'],cookies
kissan tomato ketchup,Kissan,[],tomato ketchup
celebrations gift pack,,['gift pack'],celebrations
filter coffee powder,Coffee Mate,"['filter', 'coffee', 'powder']",coffee
everest garam masala,Everest,[],garam masala
kojic acid serum,,['kojic acid'],serum
premium chocolate coated,The Belgian Chocolate,"['premium', 'chocolate coated']",
the health factory,The Health Factory,[],
himalaya body lotion,Himalaya,[],body lotion
tata salt lite,Tata,['lite'],salt
amul diced cheese,Amul,['diced'],cheese
secret santa gifts,,[],gifts
mixed fruit juice,Fruit Treat,['mixed'],fruit juice
mother dairy cow milk,Mother Dairy,[],cow milk
yoga bar oats,Yoga Bar,['oats'],
sunscreen spf 50,,['spf 50'],sunscreen
low fat milk,Dairy Milk,['low fat'],milk
