"query","brand","attributes","product_type"
"earbuds under 500",,"['under 500']","earbuds"
"sugar pop sunscreen","sugar pop","[]","sunscreen"
"flite women's slippers","flite","[""women's""]","slippers"
"cap for winter",,"['for winter']","cap"
"urad black gram",,"['black']","gram"
"diaper xl size",,"['xl size']","diaper"
"dawat biryani kit",,"['biryani kit']",
"hair dryer nova","air","[]","hair dryer"
"denver black code","denver","['black', 'code']",
"decathlon duffle bag","deca","[]","duffle bag"
"chings hakka noodles masala","asal","['hakka', 'masala']","noodles"
"conscious food oil","conscious food","[]","oil"
"wheat flour 5 kg","flo","['5 kg']","flour"
"mccain veggie patty","mccain","['veggie']","patty"
"harry potter toy",,"[]","toy"
"brown rice cake","bro","['brown']","rice cake"
"water bottle 2 litre","lit","['2 litre']","water bottle"
"coffee powder sunrise",,"['coffee powder', 'sunrise']",
"bonn frooty bread","bon","[]","bread"
"easysip party glass","easysip","[]","party glass"
"elle 18 liquid lipstick","elle","[]","liquid lipstick"
"cycle pooja oil","cycle","['pooja']","oil"
"amul chocolate compound","amul","['chocolate', 'compound']",
"silk pillow cover",,"['silk']","pillow cover"
"balaji masala masti","asal","['masala', 'masti']",
"britannia cake chocolate","britannia","['chocolate']","cake"
"meow cat food",,"[]","cat food"
"gift paper bag",,"[]","bag"
"kissan pineapple jam","apple","['pineapple']","jam"
"organic tattva suji","nic","[]","suji"
"honitus hot sip",,"[]","hot sip"
"charger c type","arg","['c type']","charger"
"gud ki patti",,"[]","patti"
"face care kit","ace","[]","face care kit"
"purse for women","omen","['for women']","purse"
"plum rose water","plum","['rose water']",
"masoor dal split","lit","['masoor', 'split']","dal"
"dot and key moisturiser","key","[]","moisturiser"
"huggies new born","huggies","['new born']",
"naga ragi flour","flo","[]","ragi flour"
"ponds charcoal face wash","ace","['charcoal']","face wash"
"sensodyne fresh gel","fresh","['fresh', 'gel']",
"frozen mix veg",,"['frozen', 'mix']","veg"
"luxor highlighter pen","lux","['highlighter']","pen"
"amul fruit n nut","amul","['fruit', 'nut']",
"epigamia blueberry yogurt","epigamia","['blueberry']","yogurt"
"vip trolley bag","vip","[]","trolley bag"
"green tea leaf","leaf","['green', 'tea', 'leaf']","tea"
"corn flour powder","cor","['corn', 'flour', 'powder']",
"chaayos instant tea","ant","[]","instant tea"
"mother dairy cheese slice","air","[]","cheese slice"
"3m car shampoo",,"[]","car shampoo"
"kutti lal mirch",,"['kutti', 'lal']","mirch"
"toys for girl",,"['for girl']","toys"
"stainless steel mug",,"['stainless steel']","mug"
"fizz jeera masala","asal","['fizz', 'jeera', 'masala']",
"wishcare anti dandruff shampoo","ant","['anti dandruff']","shampoo"
"wipro safe wash","pro","['wipro', 'safe wash']",
"face mask for men","ace","['for men']","face mask"
"tricone ice cream","ice","[]","ice cream"
"vag bakri tea",,"[]","tea"
"miswak extract toothpaste","oot","['miswak extract']","toothpaste"
"haldiram's plain bhujia","hald","['plain']","bhujia"
"dabur amla tel","dabur","['amla']","tel"
"car key battery","key","[]","battery"
"zepto cafe puff",,"[]","puff"
"chicken ambur biryani","hic","[]","biryani"
"cashew 1 kg",,"['1 kg']","cashew"
"marlboro clove mix","clove","['clove', 'mix']",
"nescafe all in one","nescafe","['all in one']",
"uttam cloth stand","lot","[]","cloth stand"
"baby mosquito repellent","elle","['baby']","mosquito repellent"
"uniball eye pen","eye","[]","pen"
"lego technic mercedes","lego","[]","lego"
"hot and spicy",,"['hot', 'spicy']",
"kinder joy harry potter","joy","['harry potter']",
"harry potter kinder joy","joy","['harry potter']",
"hide & seek","hide & seek","[]",
"ice cream cone","ice","[]","ice cream cone"
"amul ice cream","amul","[]","ice cream"
"amul gold milk","amul","['gold']","milk"
"dairy milk chocolate","air","[]","chocolate"
"ginger garlic paste","garlic","['ginger', 'garlic']","paste"
"vanilla ice cream","anil","['vanilla']","ice cream"
"unpolished toor dal",,"['unpolished']","toor dal"
"mysore sandal soap","mysore","[]","soap"
"surf excel liquid","liquid","[]","liquid"
"dot & key","dot & key","[]",
"hot water bag",,"[]","hot water bag"
"gold flake cigarettes","gold","['gold']","cigarettes"
"lotte choco pie","lot","[]","choco pie"
"rice bran oil","ice","['rice bran']","oil"
"fortune mustard oil","fortune","[]","mustard oil"
"amul dark chocolate","amul","['dark']","chocolate"
"ice cream tub","ice","[]","ice cream tub"
"ready to eat",,"['ready to eat']",
"ice cream cake","ice","[]","cake"
"fortune soyabean oil","fortune","[]","soyabean oil"
"red label tea","abel","['red']","tea"
"dairy milk silk","air","[]","silk"
"pav bhaji masala","asal","['pav bhaji']","masala"
"surf excel bar","surf excel","[]","bar"
"sunpure sunflower oil","flo","[]","sunflower oil"
"mamaearth face wash","ace","[]","face wash"
"ice cream sandwich","ice","[]","ice cream sandwich"
"butterscotch ice cream","ice","['butterscotch']","ice cream"
"parachute coconut oil","ara","[]","coconut oil"
"good day biscuit","good day","['good day']","biscuit"
"pintola peanut butter","pin","[]","peanut butter"
"red chilli powder","red","['red']","chilli powder"
"vaseline body lotion","lot","[]","body lotion"
"id dosa batter",,"[]","dosa batter"
"full cream milk","full","['full cream']","milk"
"type c cable",,"[]","cable"
"fair & lovely","air","[]",
"amul fresh cream","amul","['fresh']","cream"
"sona masoori rice","ice","['sona', 'masoori']","rice"
"biscuit parle g","parle","[]","biscuit"
"apple cider vinegar","apple","['apple', 'cider', 'vinegar']",
"kinder joy harry","joy","['harry']",
"chocolate ice cream","ice","['chocolate']","ice cream"
"harry potter kinderjoy","joy","['harry potter']",
"freedom sunflower oil","dom","[]","sunflower oil"
"head & shoulders","head","[]",
"the whole truth","the whole truth","[]",
"aloe vera gel","era","['aloe vera']","gel"
"tata tea gold","gold","[]",
"chemist at play","chemist at play","[]",
"bingo mad angles",,"['mad angles']",
"bella vita perfume","bell","[]","perfume"
"garnier face wash","ace","[]","face wash"
"himalaya face wash","ace","[]","face wash"
"all out refill","all out","[]","refill"
"classic ice burst","classic","['ice', 'burst']",
"kashmiri chilli powder",,"['kashmiri']","chilli powder"
"pregnancy test kit","test","[]","test kit"
"low fat paneer","pan","['low fat']","paneer"
"sugar free biscuit","sugar","['sugar free']","biscuit"
"pond's face wash","ace","[]","face wash"
"dry fruit mix","fru","['dry', 'fruit', 'mix']",
"tata tea premium","premium","[]",
"milky mist curd","milky mist","[]","curd"
"whole wheat bread",,"['whole wheat']","bread"
"peri peri masala","asal","['peri peri']","masala"
"anti dandruff shampoo","ant","['anti dandruff']","shampoo"
"liquid hand wash","liquid","[]","hand wash"
"vitamin c serum","vitamin","['vitamin c']","serum"
"cadbury dairy milk","air","['dairy milk']",
"fortune refined oil","fine","['refined']","oil"
"surf excel powder","surf excel","[]","powder"
"water heater rod",,"[]","water heater rod"
"gold flake blue","gold","['blue']",
"arun ice creams","arun ice creams","[]","ice creams"
"thums up soft drink","rin","[]","soft drink"
"tender coconut water","cocon","['tender']","coconut water"
"mix dry fruits","fru","['mix']","dry fruits"
"sarson ka tel","tel","['sarson']","tel"
"pizza pasta sauce",,"[]","sauce"
"wagh bakri tea",,"[]","tea"
"havmor ice cream","havmor","[]","ice cream"
"ariel front load","ariel","['front load']",
"mother dairy milk","air","[]","milk"
"lizol floor cleaner","flo","[]","floor cleaner"
"hair removal spray","air","[]","hair removal spray"
"wai wai noodles",,"[]","noodles"
"dabur red paste","dabur","['red']","paste"
"colgate visible white","colgate","['visible', 'white']",
"lipton green tea","lipton","[]","green tea"
"fortune sunflower oil","flo","[]","sunflower oil"
"cetaphil face wash","ace","[]","face wash"
"amul masti dahi","amul","['masti']","dahi"
"garnier hair color","air","[]","hair color"
"moong dal namkeen","moon","['moong dal']","namkeen"
"sunfeast dark fantasy","ant","['dark fantasy']",
"red chilli sauce","red","['red']","chilli sauce"
"surf excel front load","surf excel","['front load']",
"india gate basmati rice","ice","[]","basmati rice"
"ariel top load","ariel","[]","top load"
"pampers premium care","pampers","['premium care']",
"nivea lip balm","nivea","[]","lip balm"
"nivea roll on","nivea","[]","roll on"
"india gate rice","ice","[]","rice"
"tata tea agni","tata","[]",
"bombay shaving company","avi","[]",
"red chilli whole","red","['red', 'whole']","chilli"
"hair removal cream","air","[]","cream"
"gifts for men",,"['for men']","gifts"
"marlboro fine touch","fine","['fine touch']",
"milk tetra pack","pac","['tetra pack']","milk"
"dove body wash","dove","[]","body wash"
"loreal hair colour","air","[]","hair colour"
"amul cow ghee","amul","[]","ghee"
"clinic plus shampoo","clin","[]","shampoo"
"gulab jamun mix","gulab","['gulab jamun']","mix"
"minimalist face wash","ace","['minimalist']","face wash"
"gold drop oil","gold","['gold']","oil"
"milky mist paneer","milky mist","[]","paneer"
"sweet karam coffee","ara","[]",
"type c earphones","one","['type c']","earphones"
"surf excel soap","surf excel","[]","soap"
"gift wrapping paper","pin","[]","wrapping paper"
"garam masala powder","ara","['garam', 'masala', 'powder']","masala"
"himalaya baby soap","himalaya","[]","baby soap"
"hide and seek",,"[]",
"choco lava cake","lava","[]","cake"
"green moong dal","moon","['green']","moong dal"
"amul ice cream tub","amul","[]","ice cream tub"
"fruit and nut","fru","['fruit', 'nut']",
"clean and clear","clear","[]",
"chocolate peanut butter",,"['chocolate', 'peanut butter']",
"gifts for kids",,"['gifts', 'for kids']",
"dairy milk oreo","air","['oreo']",
"green tea bags",,"['green']","tea bags"
"green chilli sauce",,"['green']","chilli sauce"
"veet wax strips","tri","[]","wax strips"
"amul cheese cubes","amul","['cheese', 'cubes']",
"ice cream stick","ice","[]","ice cream stick"
"ice cream cup","ice","[]","ice cream cup"
"amul cheese slices","amul","[]","cheese slices"
"dairy milk silk bubbly","air","['silk', 'bubbly']",
"vim dishwash bar","vim","[]","dishwash bar"
"black pepper powder",,"['black']","pepper powder"
"nail polish remover","rem","[]","nail polish remover"
"red label natural care","abel","[]",
"amul cow milk","amul","[]","milk"
"mother dairy curd","air","[]","curd"
"sugar free ice cream","ice","['sugar free']","ice cream"
"my fitness peanut butter",,"[]","peanut butter"
"surf excel top load","surf excel","[]","top load"
"mango ice cream","ice","['mango']","ice cream"
"comfort fabric conditioner","com","['fabric']","conditioner"
"new year 2025","new","[]",
"godrej hair colour","air","['hair colour']",
"zip lock bag","loc","[]","zip lock bag"
"dairy milk fruit and nut","air","['fruit and nut']",
"horlicks women's plus","horlicks","[""women's"", 'plus']",
"flavoured milk drink","red","['flavoured']","milk drink"
"dant kanti toothpaste","ant","[]","toothpaste"
"surf excel easy wash","surf excel","['easy wash']",
"ocb rolling paper","ocb","[]","rolling paper"
"underwear for men",,"['for men']","underwear"
"chilka moong dal","moon","['chilka']","moong dal"
"dry red chilli","red","['dry', 'red']","chilli"
"dark fantasy biscuit","ant","['dark', 'fantasy']","biscuit"
"haldiram's moong dal","hald","[]","moong dal"
"white pasta sauce","hit","['white']","pasta sauce"
"lay's cream & onion","lay's","['cream', 'onion']",
"himalaya baby cream","himalaya","[]","baby cream"
"kerala banana chip","era","['kerala']","banana chip"
"prega news pregnancy test","new","[]","pregnancy test"
"park avenue perfume","ark","[]","perfume"
"amul cheese spread","amul","['cheese', 'spread']",
"dhara mustard oil","ara","[]","mustard oil"
"us polo shoes","polo","[]","shoes"
"face sheet mask","ace","[]","sheet mask"
"water bottle for kids",,"['for kids']","water bottle"
"cold pressed groundnut oil","esse","['cold pressed']","groundnut oil"
"pears shower gel","pears","[]","shower gel"
"nivea body wash","nivea","[]","body wash"
"surti kolam rice","ice","['surti', 'kolam']","rice"
"english oven bread","english oven","[]","bread"
"the face shop","ace","[]",
"press on nails",,"[]","nails"
"breads & buns","uns","[]","breads & buns"
"harpic bathroom cleaner","harpic","[]","bathroom cleaner"
"hot chocolate powder",,"['hot', 'chocolate']","powder"
"tide liquid detergent","gen","[]","liquid detergent"
"instant cup noodles","ant","['instant']","cup noodles"
"kinder schoko bons","bon","[]",
"maggi magic masala","asal","['magic masala']",
"wireless power bank",,"[]","power bank"
"charcoal face mask","ace","['charcoal']","face mask"
"all in one","one","[]",
"kurkure green chutney","kurkure","['green chutney']",
"lakme peach milk","lakme","['peach']","milk"
"red bull energy drink","red","['red']","energy drink"
"bournville dark chocolate","ark","['dark']","chocolate"
"mtr gulab jamun","gulab","[]","gulab jamun"
"amul cheese block","amul","[]","cheese block"
"spring roll sheet","rin","['spring roll']","sheet"
"handbags & purses",,"[]","handbags & purses"
"black urad dal",,"['black']","urad dal"
"sid's farm milk","farm","[]","milk"
"haldiram gulab jamun","gulab","[]","gulab jamun"
"baby diaper medium",,"['baby', 'medium']","diaper"
"paper boat juice","ice","[]","juice"
"dark chocolate sugar free","ark","['dark', 'sugar free']","chocolate"
"nutrela soya chunk","nutrela","[]","soya chunk"
"refined soyabean oil","fine","['refined']","oil"
"milky mist yogurt","milky mist","[]","yogurt"
"sugar lip balm","sugar","['lip balm']",
"new year gift box","new","[]","gift box"
"top ramen curry","top ramen","['curry']","noodles"
"yakult probiotic drink","bio","['probiotic']","drink"
"easy wash detergent","gen","['easy wash']","detergent"
"extra virgin olive oil","gin","['extra virgin']","olive oil"
"non alcoholic beer",,"['non alcoholic']","beer"
"vitamin e supplement","vitamin","['vitamin e']","supplement"
"dairy milk almond","air","['almond']",
"cold pressed mustard oil","esse","['cold pressed']","mustard oil"
"ponni boiled rice","ice","['boiled']","rice"
"3 roses tea","3 roses","[]","tea"
"red velvet cake","red","['red', 'velvet']","cake"
"sitaphal ice cream","ice","['sitaphal']","ice cream"
"mamaearth lip balm","arth","[]","lip balm"
"dot and key","key","[]",
"max protein chips","max protein","[]","chips"
"ariel washing powder","ariel","[]","washing powder"
"roasted chana dal","roast","['roasted']","chana dal"
"baby diaper small",,"['baby', 'small']","diaper"
"hair growth serum","air","['hair growth']","serum"
"pond's bb cream","pond's","[]","bb cream"
"thums up drink","rin","[]","drink"
"the body shop","the body shop","[]",
"lakme face wash","ace","[]","face wash"
"dark chocolate ice cream","ark","['dark']","ice cream"
"high protein oats","pro","['high', 'protein']","oats"
"non alcoholic drink","rin","['non alcoholic']","drink"
"water bottle flask",,"[]","water bottle"
"fair and handsome","air","[]",
"boat smart ring","rin","[]","smart ring"
"wada kolam rice","ice","['wada', 'kolam']","rice"
"cone ice cream","ice","[]","ice cream"
"joy body lotion","joy","[]","body lotion"
"5 star oreo","5 star","['5 star']",
"amul ice cream cone","amul","['ice cream cone']",
"vaseline cocoa lotion","lot","['cocoa']","lotion"
"mysore sandal gold","gold","['gold']",
"detergent top load","gen","['top load']","detergent"
"usb-a to type-c",,"['usb-a', 'type-c']",
"rice sona masuri","ice","['sona masuri']","rice"
"deconstruct face sunscreen","ace","['face', 'sunscreen']",
"no maida bread",,"['no maida']","bread"
"the whole truth chocolate","the whole truth","[]","chocolate"
"the healthy binge","health","[]",
"zepto cafe pizza",,"[]","pizza"
"magnum ice cream","ice","[]","ice cream"
"earphones with mic","one","['with mic']","earphones"
"atta 5 kg",,"['5 kg']","atta"
"rice 5 kg","ice","['5 kg']","rice"
"gold flake filter","gold","['filter']",
"perfume for men",,"['for men']","perfume"
"stayfree sanitary pad","stayfree","[]","sanitary pad"
"chicken burger patty","hic","[]","burger patty"
"b type cable",,"['b type']","cable"
"everest chicken masala","asal","['chicken']","masala"
"vim liquid refill pack","liquid","['liquid', 'refill', 'pack']",
"tetley green tea","tetley","['green']","tea"
"peanut butter crunchy",,"['crunchy']","peanut butter"
"coca cola can","coca cola","[]","can"
"gajar ka halwa",,"[]","halwa"
"bella vita men","bell","['men']",
"hot water bottle",,"[]","water bottle"
"haldiram aloo bhujia","hald","['aloo']","bhujia"
"hocco ice cream","hocco","[]","ice cream"
"sri lalitha rice","ice","[]","rice"
"bajaj almond oil","almo","['almond']","oil"
"real fruit juice","fru","['real']","fruit juice"
"kinder joy harrypotter","joy","['harrypotter']","kinder joy"
"blackcurrant ice cream","ant","['blackcurrant']","ice cream"
"gold flake indie mint","gold","['indie', 'mint']",
"bare anatomy shampoo","atom","[]","shampoo"
"paneer butter masala","asal","[]","paneer butter masala"
"gold flake red","gold","['red']",
"toilet paper roll","ilet","[]","toilet paper roll"
"kwality wall's tub","kwality","[]","tub"
"fortune basmati rice","fortune","[]","basmati rice"
"frozen green peas",,"['frozen', 'green']","peas"
"dry fruits gift box","fru","['dry fruits', 'gift box']",
"sprite cold drinks 2 25 litre","lit","['cold drinks', '2', '25 litre']",
"baby diaper large","arg","['baby', 'large']","diaper"
"tiger krunch biscuits",,"[]","biscuits"
"razor for men","razo","['for men']","razor"
"biotique hair colour","air","[]","hair colour"
"patanjali aloe vera gel","anjali","['aloe vera']","gel"
"parachute hair oil","air","[]","hair oil"
"nine sanitary pads","nine","[]","sanitary pads"
"aavin green milk","aavin","['green']","milk"
"kali masoor dal","masoor dal","['kali masoor']","dal"
"wheel washing powder",,"[]","washing powder"
"exo dish wash bar","exo","[]","dish wash bar"
"cadbury fruit and nut","cadbury","['fruit and nut']",
"mini mogra rice","ice","['mini', 'mogra']","rice"
"pastries & cakes","tri","[]","pastries & cakes"
"casatta ice cream","ice","['casatta']","ice cream"
"tata pink salt","pin","['pink']","salt"
"fiama body wash","fiama","[]","body wash"
"paradyes hair colour","air","[]","hair colour"
"heritage doodh peda","heritage","[]","doodh peda"
"green peas vegetables",,"['green']","peas"
"iphone 16 pro","one","[]","iphone"
"tata sampann toor dal","pan","[]","toor dal"
"arun ice cream","ice","[]","ice cream"
"veg burger patty",,"['veg']","burger patty"
"red bell pepper","bell","['red']","bell pepper"
"patanjali dishwash bar","anjali","[]","dishwash bar"
"yellow mustard oil","star","['yellow']","mustard oil"
"elle 18 lipstick","elle","[]","lipstick"
"choco chip cookies",,"['choco chip']","cookies"
"tata tea gemini","gemini","['gemini']","tea"
"britannia milk bikis","britannia","['milk', 'bikis']",
"long grain rice","ice","['long grain']","rice"
"nescafe cold coffee","nescafe","['cold']","coffee"
"liquid detergent top load","gen","['liquid', 'top load']","detergent"
"dove hair mask","air","[]","hair mask"
"rice 10 kg","ice","['10 kg']","rice"
"mtr rava idli","mtr","[]","rava idli"
"vim bar liquid","liquid","['bar', 'liquid']",
"oneplus charging cable","arg","[]","charging cable"
"stuffed garlic bread","garlic","[]","garlic bread"
"ice cream brick","ice","['ice cream']","brick"
"kinder joy multipack","joy","['multipack']",
"cotton ear buds",,"['cotton']","ear buds"
"tata rock salt","salt","[]","rock salt"
"baby feeding bottle",,"[]","feeding bottle"
"scotch brite sponge","brite","[]","sponge"
"cream bell ice cream","bell","[]","ice cream"
"chicken biryani masala","asal","['chicken', 'biryani', 'masala']",
"fix my curls","fix my curls","[]",
"chocolate dairy milk","air","['chocolate']",
"cadbury hot chocolate","cadbury","['hot', 'chocolate']",
"ponds face wash","ace","[]","face wash"
"perfume for women","omen","['for women']","perfume"
"figaro olive oil","aro","[]","olive oil"
"india gate mogra","india gate","['mogra']",
"bamboo socks man",,"['bamboo', 'man']","socks"
"lg asafoetida powder","saf","[]","asafoetida powder"
"india gate basmati","india gate","[]","basmati"
"zepto cafe tiramisu",,"[]","tiramisu"
"peri peri makhana",,"['peri peri']","makhana"
"more light detergent","gen","['light']","detergent"
"aloe vera leaf","era","['aloe vera']","leaf"
"puffed rice murmura","ice","['puffed', 'murmura']","rice"
"haldiram s bhel puri","hald","['bhel puri']",
"pediasure 7+ chocolate","pediasure","['7+', 'chocolate']","pediasure"
"nivea face cream","ace","[]","face cream"
"hershey's cocoa powder","hershey's","[]","cocoa powder"
"non stick tawa",,"['non stick']","tawa"
"amul milk chocolate","amul","[]","milk chocolate"
"bottle cleaning brush","bru","[]","cleaning brush"
"type c adapter",,"[]","adapter"
"ice cream vanilla","anil","['ice cream', 'vanilla']",
"rava idli mix",,"['rava']","idli mix"
"the good bug","the good bug","[]",
"chicken 65 masala","asal","['chicken 65']","masala"
"lakme 9 to 5","lakme","['9 to 5']",
"homelites match box","elite","[]","match box"
"milkmaid condensed milk",,"['condensed']","milk"
"plum body oil","plum","[]","body oil"
"marlboro fuse beyond","beyond","['fuse', 'beyond']",
"borges olive oil","borges","[]","olive oil"
"tata tea elaichi","tata","['elaichi']","tea"
"l'oreal hair shampoo","air","[]","shampoo"
"tea light candle",,"[]","candle"
"organic jaggery powder","nic","['organic']","jaggery powder"
"kashmiri red chilli powder","red","['kashmiri', 'red']","chilli powder"
"rin soap bar","rin","[]","soap bar"
"pilgrim hair serum","air","[]","hair serum"
"multani mitti wash",,"['multani mitti']","wash"
"crunchy peanut butter",,"['crunchy']","peanut butter"
"hair colour brush","air","[]","hair colour brush"
"o3+ facial kit","o3+","['facial kit']",
"heat protection spray","ect","['heat protection']","spray"
"klf coconut oil","cocon","[]","coconut oil"
"kinder joy herry potter","joy","['herry potter']",
"lifebuoy hand wash","lifebuoy","[]","hand wash"
"daily good rice","daily","[]","rice"
"under eye patch","eye","['under eye']","patch"
"ice cube tray","ice","[]","tray"
"sugar 5 kg","sugar","['5 kg']","sugar"
"cabin trolley bag",,"[]","trolley bag"
"faces canada lipstick","ace","[]","lipstick"
"mother dairy cow ghee","air","[]","ghee"
"yellow mustard seeds","star","['yellow']","mustard seeds"
"cloth hanging clip","gin","[]","clip"
"amul lactose free","amul","['lactose free']",
"sleepy owl coffee","sleepy owl","[]","coffee"
"udhaiyam toor dal","udhaiyam","[]","toor dal"
"cold pressed coconut oil","cocon","['cold pressed']","coconut oil"
"kitchen tissue roll","itch","[]","tissue roll"
"vim bar tub","vim","['bar', 'tub']",
"khadi naturals shampoo","khadi","[]","shampoo"
"til ka tel","tel","['til']","tel"
"agaro heating bag","agaro","[]","heating bag"
"cup cake mould",,"[]","mould"
"trimmer for women","omen","['for women']","trimmer"
"surf excel liquid detergent","gen","[]","liquid detergent"
"country delight milk","country delight","[]","milk"
"charcoal face wash","ace","['charcoal']","face wash"
"plum body lotion","lot","[]","body lotion"
"campa energy drink","campa","[]","energy drink"
"everest chat masala","asal","['chat masala']",
"kinder joy harry potter edition","joy","['harry potter edition']",
"after shave lotion","lot","[]","lotion"
"amul sugar free","amul","['sugar free']",
"kinder joy snack","joy","[]","snack"
"hide & seek cookies","hide & seek","[]","cookies"
"vita marie biscuits","marie","[]","biscuits"
"fit me foundation",,"['fit me']","foundation"
"sid's farm curd","farm","[]","curd"
"screwdriver tool set",,"[]","tool set"
"duracell aa battery","ace","[]","battery"
"white pepper powder","hit","['white']","pepper powder"
"amul pure ghee","amul","['pure']","ghee"
"patanjali face wash","ace","[]","face wash"
"mars lip liner","mars","[]","lip liner"
"dabur amla oil","dabur","['amla']","oil"
"boat power bank",,"[]","power bank"
"gulab groundnut oil","gulab","['groundnut']","oil"
"dabur lal tail","dabur","['lal tail']",
"electric heating bag","ect","['electric']","heating bag"
"harpic toilet cleaner liquid","harpic","[]","toilet cleaner"
"bumtum baby diapers","bumtum","[]","diapers"
"tandoori chicken masala","asal","['tandoori', 'chicken', 'masala']",
"niloufer tea powder",,"['tea powder']","tea"
"l'oreal hair colour","air","[]","hair colour"
"filter black cigarettes",,"['black']","cigarettes"
"cornetto ice cream","cor","[]","ice cream"
"haldiram khatta meetha","hald","['khatta', 'meetha']",
"chocos crunchy bites",,"[]","bites"
"advance compact cigarettes","com","['advance', 'compact']","cigarettes"
"gifts for girls",,"['for girls']","gifts"
"himalaya face cream","ace","[]","face cream"
"vikram mills atta",,"[]","atta"
"dot and key sunscreen","key","[]","sunscreen"
"milton water bottle","milton","[]","water bottle"
"pond's cold cream","pond's","['cold cream']",
"dairy milk bar","air","[]","bar"
"joy face wash","ace","[]","face wash"
"plastic playing cards","play","['plastic']","playing cards"
"mother dairy butter","air","[]","butter"
"whole wheat atta",,"['whole wheat']","atta"
"amul condensed milk","amul","[]","condensed milk"
"dhara sunflower oil","ara","[]","sunflower oil"
"fish oil capsule",,"['fish', 'oil', 'capsule']",
"ruchi gold oil","gold","['gold']","oil"
"mamaearth hair oil","air","[]","hair oil"
"men formal shirt",,"['men']","formal shirt"
"mtr dosa batter","mtr","[]","dosa batter"
"noise smart watch","noise","[]","smart watch"
"red chilli dried","red","['red', 'dried']","chilli"
"pedigree dog food","pedigree","[]","dog food"
"boat nirvana earbuds",,"['nirvana']","earbuds"
"pride of cows","pride of cows","[]",
"medium garbage bag",,"['medium']","garbage bag"
"iphone 16 pro cover","one","[]","cover"
"washing machine stand","mac","[]","washing machine stand"
"white a4 sheet","hit","['white']","a4 sheet"
"chicken cup noodles","hic","[]","cup noodles"
"stellar shift duos","duo","[]","shift duos"
"neutrogena face wash","ace","[]","face wash"
"pani puri kit","pan","[]","pani puri kit"
"the moms co","mom","[]",
"white sesame seed","esam","['white']","sesame seed"
"itc master chef","master","[]",
"britannia marie gold","britannia","[]","marie gold"
"peri peri chips",,"['peri peri']","chips"
"aachi chicken masala","aachi","[]","chicken masala"
"chana dal namkeen",,"['chana', 'dal']","namkeen"
"baby bottle nipple",,"[]","bottle nipple"
"cello water bottle","cello","[]","water bottle"
"dark chocolate chips","ark","['dark']","chocolate chips"
"malgudi filter coffee","malgudi","['malgudi']","filter coffee"
"peppy cheese balls","peppy","[]","cheese balls"
"sebamed baby soap","sebamed","[]","baby soap"
"20000mah power bank",,"['20000mah']","power bank"
"amul tetra pack milk","amul","['tetra pack']","milk"
"birthday decoration items","cor","[]","decoration items"
"korean maggi noodles","maggi","['korean']","noodles"
"protein chef bread","pro","[]","bread"
"salicylic acid serum",,"['salicylic acid']","serum"
"mccain aloo tikki","mccain","['aloo tikki']",
"patanjali dant kanti","anjali","[]","dant kanti"
"zero sugar ice cream","ice","['zero sugar']","ice cream"
"apple royal gala","apple","['royal gala']","apple"
"steel cut oats",,"['steel cut']","oats"
"himalaya baby oil","himalaya","[]","baby oil"
"clothes drying rack","lot","[]","drying rack"
"tulips cotton pads","tulips","['cotton']","pads"
"chicken shawarma sandwich","hic","[]","sandwich"
"roasted almond chocolate","almo","['roasted', 'almond']","chocolate"
"himalaya baby wash","himalaya","[]","baby wash"
"hot wheels car",,"['hot wheels']","car"
"ice cream combo","com","['combo']","ice cream"
"amul chocominis chocolate","amul","['chocominis']","chocolate"
"gold flake lights","gold","['gold', 'lights']",
"hair color shampoo","air","['hair color']","shampoo"
"biriyani masala paste","asal","['biriyani', 'masala', 'paste']",
"blue heaven lip balm","blue heaven","['blue']","lip balm"
"black shoe polish",,"['black']","shoe polish"
"dairy milk bar chocolates","air","[]","chocolates"
"hubba bubba original","gin","['original']","hubba bubba"
"bare anatomy anti dandruff","ant","['anti dandruff']",
"pink rock salt","pin","['pink']","rock salt"
"zepto cafe coffee",,"[]","coffee"
"kacchi ghani oil",,"['kacchi', 'ghani']","oil"
"real coconut water","cocon","['coconut']","water"
"epigamia greek yogurt","epigamia","[]","yogurt"
"rice face wash","ace","['rice']","face wash"
"chicken with skin","hic","['with skin']","chicken"
"desicated coconut powder","cocon","['desicated', 'coconut', 'powder']","coconut"
"white chart paper","hit","['white']","chart paper"
"lcd writing pad","lcd","[]","writing pad"
"aata 10 kg",,"['10 kg']","aata"
"cold coffee drink","rin","['cold']","coffee drink"
"frozen non veg snacks",,"['frozen', 'non veg']","snacks"
"vinod pressure cooker","vinod","[]","pressure cooker"
"sunday sunflower oil","flo","[]","sunflower oil"
"deodorant for men","ant","['for men']","deodorant"
"thums up combo","com","[]","combo"
"harpic drain cleaner","harpic","[]","drain cleaner"
"remote control car","rem","[]","car"
"dot and key moisturizer","key","[]","moisturizer"
"green chilli pickle",,"['green']","pickle"
"dot & key serums","dot & key","[]","serums"
"vwash intimate wash","vwash","[]","intimate wash"
"whole wheat noodles",,"['whole wheat']","noodles"
"family pack icecream","ice","['family pack']","icecream"
"jockey men's underwear","jockey","[""men's""]","underwear"
"classic low smell cigarette","classic","['low smell']","cigarette"
"cetaphil baby soap","cetaphil","['baby']","soap"
"minimalist lip balm","minimalist","['lip balm']",
"sulphate free shampoo",,"['sulphate free']","shampoo"
